aX,aY,aZ,gX,gY,gZ,Angle1,Angle2,Angle3,Angle4,Angle5
304,606,-1.054,21.240,-48.706,-4.028,6.0,11.0,7.0,14.0,0.0
458,497,-620,46.997,-49.194,-9.766,6.0,12.0,7.0,17.0,0.0
454,458,-334,37.170,-52.917,-9.033,7.0,10.0,7.0,16.0,0.0
434,443,-266,10.498,-27.710,732,6.0,12.0,7.0,16.0,0.0
437,405,-255,-7.324,-4.944,6.897,6.0,11.0,7.0,16.0,0.0
537,408,-449,-41.626,43.213,12.268,6.0,10.0,6.0,16.0,0.0
673,426,-707,-56.519,59.814,9.888,6.0,11.0,7.0,15.0,0.0
668,450,-815,-48.767,28.320,5.554,5.0,11.0,7.0,15.0,0.0
540,453,-936,-38.147,7.751,3.052,6.0,10.0,7.0,16.0,0.0
436,425,-929,-19.409,-17.395,244,5.0,11.0,6.0,15.0,0.0
430,414,-902,-10.254,-16.968,1.709,5.0,10.0,7.0,16.0,0.0
508,389,-819,-8.850,-12.451,2.991,4.0,8.0,7.0,16.0,0.0
555,371,-771,-13.123,-8.362,8.179,4.0,7.0,7.0,16.0,0.0
541,373,-784,-21.912,-7.507,15.930,3.0,6.0,7.0,16.0,0.0
533,397,-835,-23.499,-4.822,19.104,3.0,6.0,7.0,14.0,0.0
603,375,-864,-15.686,-1.343,23.987,2.0,5.0,5.0,14.0,0.0
637,344,-858,-4.028,-14.221,26.611,2.0,4.0,5.0,12.0,0.0
670,313,-789,-5.615,-36.682,27.466,2.0,4.0,5.0,11.0,0.0
580,372,-727,-9.583,-45.654,29.724,1.0,3.0,5.0,10.0,0.0
434,436,-724,-10.559,-41.687,36.621,0.0,3.0,4.0,7.0,0.0
414,449,-713,-1.465,-22.034,41.138,1.0,3.0,4.0,7.0,0.0
436,454,-703,427,-8.484,40.649,0.0,2.0,4.0,5.0,0.0
488,457,-681,-3.052,-7.263,39.734,0.0,2.0,3.0,5.0,0.0
